nhiet_do_moi_truong,nhiet_do_quy_trinh,toc_do_quay,momen_xoan,do_mon_dao,loai_san_pham,ca_lam_viec,hong_hoc
300.24,310.8,1843.3,39.61,81.8,L,Sáng,0
301.42,311.36,1579.3,45.69,96.3,H,Chiều,0
300.16,307.94,2037.6,33.67,48.4,L,Sáng,0
304.96,315.99,1539.1,38.73,36.6,M,Đêm,0
301.67,312.19,1512.3,27.99,82.6,M,Chiều,0
300.79,311.4,1778.6,53.26,2.7,H,Sáng,0
298.36,308.3,1386.8,39.01,24.1,L,Chiều,0
301.06,310.09,1422.5,41.93,53.9,M,Sáng,0
299.57,309.77,1481.0,45.44,200.5,L,Đêm,0
298.52,307.09,1552.6,34.24,251.1,L,Đêm,1
301.11,309.23,1446.2,44.78,47.7,M,Đêm,0
301.36,310.16,1804.6,36.7,179.2,L,Sáng,0
298.43,308.23,1485.3,29.6,57.0,L,Chiều,0
300.69,310.52,1601.6,49.86,6.8,L,Sáng,0
301.19,310.23,1579.6,44.35,79.2,L,Sáng,0
297.23,307.37,1442.9,32.52,169.2,H,Chiều,1
300.57,310.23,1597.3,45.91,104.0,M,Đêm,0
301.5,313.52,1504.7,63.57,188.3,H,Đêm,0
303.34,313.81,1441.2,52.98,79.5,H,Chiều,0
299.11,310.45,1475.3,27.21,201.1,M,Đêm,0
300.2,307.94,1930.0,47.99,67.0,H,Sáng,0
299.17,308.44,1337.4,46.97,0.7,M,Sáng,0
299.0,308.28,1687.6,27.9,158.0,M,Đêm,0
300.13,308.66,1387.4,24.97,250.2,L,Chiều,1
301.82,311.76,1800.7,40.21,165.5,L,Sáng,0
297.58,307.5,1341.6,41.09,225.4,M,Chiều,0
302.04,313.1,1369.0,41.69,196.8,L,Sáng,0
299.97,310.48,1549.5,39.3,0.6,L,Sáng,0
298.85,308.18,1796.1,12.69,185.7,H,Chiều,1
301.04,311.16,1220.2,19.25,82.3,H,Đêm,1
300.48,309.29,1479.8,33.07,107.7,M,Chiều,0
298.16,306.08,1704.1,46.98,193.2,M,Chiều,0
297.6,306.57,1180.0,42.28,131.8,L,Sáng,0
300.12,309.02,1634.5,47.67,21.9,M,Sáng,0
299.75,308.77,1794.2,32.54,201.2,L,Sáng,0
300.88,312.11,1503.2,50.28,237.0,M,Sáng,0
300.39,310.38,1302.8,34.88,59.5,L,Sáng,0
299.2,309.07,1558.2,38.2,140.1,H,Sáng,0
300.39,311.5,1587.4,34.34,28.6,L,Đêm,1
303.93,313.3,1408.5,14.75,8.9,H,Sáng,1
301.02,312.75,1763.5,38.84,44.4,H,Chiều,0
300.83,310.89,1684.2,30.34,21.5,L,Sáng,0
302.62,312.01,1588.3,47.46,243.7,M,Đêm,0
302.98,312.42,1215.2,33.38,115.1,H,Đêm,0
299.88,311.5,1185.5,18.02,178.9,L,Chiều,1
304.08,312.7,1710.2,37.25,202.5,H,Sáng,0
300.03,312.54,1533.9,56.68,227.3,M,Sáng,0
295.52,305.52,1456.1,42.61,150.1,L,Đêm,0
299.26,309.38,1817.7,39.7,87.4,L,Sáng,0
296.86,308.31,2038.0,36.31,116.4,H,Sáng,0
302.45,311.33,1396.0,46.19,200.3,L,Đêm,0
300.36,311.48,1628.8,22.97,72.0,L,Đêm,0
296.7,307.78,1429.6,48.8,42.5,M,Sáng,0
302.36,312.05,1455.8,59.15,148.3,H,Đêm,0
302.31,312.43,1569.9,41.57,77.4,M,Chiều,0
306.35,316.69,1778.9,48.99,31.3,L,Đêm,0
297.98,306.83,1232.9,28.72,149.1,H,Đêm,0
298.74,308.9,1412.5,48.74,212.7,M,Sáng,0
301.97,312.86,1424.9,31.63,87.6,L,Sáng,0
299.29,311.22,1773.9,27.4,234.0,M,Sáng,0
302.38,312.2,1898.0,47.9,112.4,H,Sáng,0
302.18,313.17,1413.8,34.5,54.6,L,Đêm,0
302.33,311.29,1526.1,37.94,240.0,L,Đêm,0
301.27,310.59,1736.6,55.79,74.9,M,Chiều,0
299.18,310.22,1741.5,21.36,197.2,M,Sáng,0
300.26,310.22,1203.5,49.89,56.2,M,Chiều,0
300.94,310.8,1757.9,56.83,137.3,L,Chiều,0
293.95,303.3,1256.3,44.86,149.6,M,Chiều,0
301.94,312.37,1274.3,46.78,175.2,M,Đêm,0
300.89,311.32,1715.5,41.21,193.6,L,Đêm,0
300.7,310.61,1420.9,45.16,130.6,H,Chiều,0
301.12,311.15,1617.8,39.79,98.7,L,Chiều,0
299.33,308.06,1538.2,48.28,228.0,L,Chiều,0
300.69,310.36,1373.7,60.38,213.3,L,Đêm,1
300.33,308.69,1314.6,33.13,16.5,H,Đêm,0
298.47,307.87,1407.5,39.38,39.1,L,Sáng,0
303.37,312.45,1412.5,30.66,182.7,L,Chiều,0
299.4,309.59,1519.5,41.01,101.2,L,Đêm,0
302.55,312.08,1470.1,39.05,215.2,L,Chiều,0
297.06,307.88,1180.0,45.43,177.5,M,Chiều,0
301.25,312.31,1700.8,48.85,80.1,M,Sáng,0
298.3,308.2,1438.7,30.57,44.9,M,Đêm,0
303.03,313.15,1553.0,48.29,179.7,L,Chiều,0
302.35,312.13,1213.2,46.9,171.0,M,Đêm,0
296.7,307.86,1282.4,37.31,81.6,L,Chiều,0
297.27,308.84,1673.0,36.2,151.0,H,Đêm,0
301.62,310.65,1636.9,40.87,205.5,L,Sáng,0
299.62,309.0,1749.3,47.06,195.0,M,Sáng,0
299.8,309.54,1405.6,26.01,168.7,L,Sáng,0
301.44,309.65,1575.6,43.53,236.3,M,Sáng,0
299.16,307.92,1870.4,52.13,133.8,H,Sáng,0
297.67,305.71,1460.2,33.48,18.0,L,Chiều,0
301.49,311.55,1352.9,48.98,5.6,H,Đêm,0
302.54,313.35,1666.1,36.37,231.9,L,Sáng,0
300.5,311.18,1484.0,47.34,136.1,L,Chiều,0
298.22,309.11,1538.9,29.29,57.4,L,Sáng,0
299.6,308.48,1390.1,44.07,162.6,H,Sáng,0
300.0,309.18,1507.2,43.46,230.5,L,Chiều,0
299.96,309.2,1527.9,45.34,106.2,M,Sáng,0
297.95,307.11,1610.1,20.75,233.7,L,Sáng,0
301.61,312.61,1704.0,39.0,242.5,L,Chiều,0
299.42,310.21,1584.0,54.36,97.8,H,Đêm,0
296.9,306.45,1457.1,40.02,226.8,H,Chiều,0
297.23,306.91,2103.2,40.46,192.9,H,Sáng,0
302.81,314.58,1711.2,47.95,219.6,L,Sáng,0
297.02,305.3,1310.3,41.77,108.0,H,Chiều,0
302.2,312.88,1348.4,41.69,197.4,H,Đêm,0
303.04,313.37,1325.4,19.35,98.9,H,Đêm,0
300.36,310.92,1705.7,36.21,42.9,M,Sáng,0
300.49,312.4,1512.4,38.62,235.2,L,Sáng,0
303.48,314.02,1572.1,50.88,115.9,L,Đêm,0
304.5,316.1,1562.1,26.87,86.2,L,Sáng,0
303.79,314.85,1484.6,42.23,70.7,L,Sáng,0
302.94,313.0,1404.2,52.29,23.8,M,Đêm,0
301.11,310.43,1594.7,28.51,30.6,M,Chiều,0
297.3,305.2,1541.9,46.81,167.6,M,Chiều,0
300.6,310.49,1596.4,59.7,85.5,L,Chiều,0
301.51,311.59,1380.4,43.36,192.6,L,Chiều,0
300.9,312.04,1303.8,46.89,142.3,M,Sáng,0
301.42,310.77,1279.5,55.34,99.0,L,Chiều,0
298.76,308.88,1411.1,19.63,165.4,M,Đêm,0
299.27,309.44,1598.7,41.19,81.6,L,Chiều,0
297.92,307.35,1805.5,36.41,92.9,M,Đêm,0
301.41,312.06,1411.6,35.21,66.8,M,Sáng,0
302.94,312.99,1266.7,42.31,125.3,L,Chiều,0
296.95,306.44,1191.5,48.96,198.0,H,Đêm,0
301.8,312.51,1180.0,31.43,136.9,L,Chiều,0
296.76,305.9,1686.1,34.77,107.9,L,Sáng,0
300.63,308.85,1487.8,48.5,93.5,M,Chiều,0
298.82,309.04,1673.7,36.61,121.5,L,Chiều,0
299.39,308.52,1740.1,53.85,115.2,L,Chiều,0
301.9,312.15,1639.5,33.9,110.6,L,Sáng,0
300.42,309.89,1483.3,42.56,94.7,M,Sáng,0
299.8,309.69,1502.4,35.51,109.7,L,Đêm,1
298.41,308.35,1517.1,46.05,133.7,L,Chiều,0
302.34,312.13,1561.1,51.82,55.5,M,Đêm,0
297.08,307.15,1536.8,41.35,252.0,H,Đêm,1
300.76,310.88,1891.0,22.9,109.0,L,Chiều,0
295.48,305.26,1588.0,38.02,160.0,L,Đêm,0
302.91,311.19,1535.6,46.75,225.3,M,Chiều,0
299.41,309.0,1528.1,43.38,97.7,L,Chiều,0
299.49,308.98,1382.7,34.43,198.3,M,Sáng,0
300.95,311.07,1769.7,69.53,10.8,L,Đêm,1
300.54,310.49,1387.3,54.88,121.3,H,Chiều,0
296.86,307.58,1871.2,32.54,177.4,M,Chiều,0
299.06,309.52,1565.1,59.49,48.5,M,Sáng,0
299.05,306.9,1314.9,55.52,240.7,L,Sáng,1
300.35,309.15,1457.5,26.32,175.6,M,Đêm,0
298.23,308.21,1643.9,38.08,50.3,L,Sáng,0
298.23,309.57,1765.3,57.13,198.0,L,Sáng,0
299.12,310.12,1527.0,44.22,23.5,H,Đêm,0
300.57,310.7,1567.0,34.47,134.4,L,Đêm,0
299.51,308.42,1633.8,32.36,137.2,L,Chiều,0
296.82,306.91,1589.9,22.33,37.1,L,Sáng,0
299.97,311.65,1586.2,56.09,100.3,L,Sáng,0
299.51,311.28,1683.3,44.09,38.4,L,Đêm,0
301.39,312.3,1847.8,29.36,37.6,H,Đêm,0
299.66,308.97,1611.0,24.55,102.1,H,Sáng,0
301.68,310.99,1561.7,39.92,184.6,M,Chiều,0
298.16,308.25,1180.0,39.98,237.8,H,Chiều,0
294.71,305.98,1481.5,50.15,90.9,M,Sáng,0
299.78,309.18,1180.0,32.82,189.7,H,Sáng,0
300.12,309.15,1692.8,41.82,188.8,M,Đêm,0
302.01,311.87,1466.8,39.62,58.4,M,Chiều,0
301.04,310.8,1706.7,33.0,93.3,L,Sáng,1
294.83,304.19,1616.9,51.4,70.1,L,Đêm,0
300.13,308.95,1402.1,42.97,228.2,M,Sáng,0
297.47,307.79,1234.6,37.85,87.8,L,Sáng,0
301.04,310.24,1365.6,36.28,245.6,L,Sáng,1
299.8,309.18,1495.4,54.64,250.4,M,Sáng,0
300.98,309.92,1506.9,41.22,36.3,M,Sáng,0
303.9,314.77,1502.1,45.15,17.0,L,Đêm,0
302.14,313.28,1792.4,39.0,51.0,L,Đêm,0
301.51,311.74,1608.2,39.26,198.6,H,Đêm,0
300.86,309.32,1938.6,43.18,185.6,H,Chiều,0
299.97,308.66,1590.2,24.67,148.6,M,Đêm,0
300.93,312.2,1511.9,27.38,37.1,L,Đêm,0
296.39,306.05,1391.3,22.25,126.4,H,Sáng,0
299.97,309.64,1675.4,41.98,167.0,M,Chiều,0
299.33,309.41,1530.7,46.02,20.9,M,Chiều,0
301.11,310.51,1371.9,19.09,12.6,L,Đêm,0
300.85,310.61,1379.7,59.44,243.2,H,Sáng,0
300.87,312.26,1599.4,27.35,85.8,L,Sáng,0
297.85,307.22,1231.8,33.36,246.6,L,Chiều,1
303.01,313.58,1519.3,53.39,207.1,M,Sáng,0
299.9,311.13,1548.9,43.57,54.7,L,Đêm,0
300.44,311.94,1865.6,46.37,89.4,L,Chiều,0
300.12,309.45,1354.9,52.33,187.3,L,Chiều,0
298.3,307.0,1373.5,20.54,27.4,L,Sáng,0
297.28,305.13,1520.9,36.75,223.7,L,Chiều,0
306.79,316.61,1701.6,52.16,143.5,M,Sáng,0
302.3,313.7,1468.1,43.46,103.3,M,Sáng,0
301.24,311.27,1673.4,28.23,1.2,H,Sáng,0
300.11,308.98,1498.5,39.1,75.9,M,Đêm,0
296.74,306.82,1617.2,42.05,112.9,L,Đêm,0
300.96,311.85,1474.3,32.63,189.2,L,Chiều,0
300.14,310.74,1556.5,42.38,185.7,L,Chiều,0
300.04,311.28,1696.5,28.85,58.6,M,Sáng,0
300.34,311.08,1352.7,33.76,242.1,L,Sáng,0
297.85,307.82,1402.4,38.33,199.8,M,Chiều,0
296.98,305.74,1523.6,42.61,169.0,L,Đêm,0
301.39,312.64,1771.5,57.27,226.6,L,Sáng,1
304.75,315.07,1180.0,33.32,188.0,L,Chiều,0
300.35,309.06,1668.5,47.92,143.3,M,Sáng,0
298.66,309.55,1574.6,53.4,28.6,L,Đêm,0
298.64,307.8,1349.7,45.13,94.2,L,Chiều,0
299.45,310.27,1689.9,35.97,166.3,H,Chiều,0
302.82,314.81,1623.2,38.7,56.8,L,Đêm,0
297.3,307.96,1495.7,33.42,4.7,M,Sáng,0
299.32,307.93,1681.1,30.68,52.1,L,Chiều,0
301.76,313.31,1202.2,51.48,42.7,L,Đêm,0
301.76,311.76,1724.4,32.81,234.2,L,Đêm,0
301.66,309.9,1532.2,40.59,156.8,L,Đêm,0
299.0,308.72,1779.1,41.72,195.4,L,Đêm,0
303.62,310.8,1535.3,48.57,56.4,M,Chiều,0
301.23,311.27,1350.1,29.88,87.4,L,Sáng,0
299.63,309.25,1494.6,45.06,128.4,H,Chiều,0
305.95,313.33,1600.7,49.33,101.2,M,Đêm,0
300.45,310.6,1537.9,51.1,215.8,M,Sáng,0
302.21,310.28,1340.7,41.01,214.7,H,Sáng,1
296.19,306.01,1811.6,57.05,211.7,M,Sáng,0
298.93,307.29,1293.5,32.47,106.6,L,Đêm,1
299.68,309.16,1495.1,60.93,136.3,M,Sáng,0
298.07,308.82,1469.8,40.87,157.5,M,Đêm,0
297.56,308.39,1285.6,30.47,121.6,M,Sáng,1
297.53,307.28,1659.5,46.53,84.7,H,Đêm,0
301.61,311.85,1733.3,53.45,120.6,H,Đêm,0
301.38,312.52,1672.0,54.89,83.6,M,Sáng,0
301.72,309.47,1719.0,42.41,237.3,L,Sáng,0
305.06,316.59,1664.6,48.18,149.6,L,Sáng,0
298.21,306.63,1492.1,63.13,35.0,M,Sáng,0
298.67,309.06,1786.5,49.03,24.1,M,Chiều,0
299.34,307.42,1271.2,44.26,182.0,M,Sáng,1
299.37,308.05,1673.8,49.11,182.2,L,Chiều,0
302.97,313.44,1677.7,46.44,37.3,L,Đêm,0
299.47,310.41,1674.2,27.61,134.3,L,Sáng,0
300.48,310.63,1636.3,55.81,35.4,L,Chiều,0
298.98,309.82,1705.1,45.38,136.2,L,Đêm,0
293.6,304.14,1528.3,29.53,116.1,H,Chiều,0
299.63,309.6,1593.5,44.0,62.0,M,Chiều,0
303.35,313.51,1552.1,41.05,127.9,L,Đêm,0
299.33,310.15,1334.6,37.25,238.4,L,Sáng,0
296.79,308.6,1634.5,39.37,57.8,L,Sáng,0
300.88,311.37,1395.0,11.99,12.2,M,Sáng,1
298.96,309.73,1589.6,31.21,194.8,M,Đêm,0
299.97,310.63,1604.0,27.54,178.5,M,Chiều,0
298.68,308.87,1247.3,44.12,251.2,L,Sáng,0
299.7,311.9,1764.5,36.0,132.3,L,Đêm,0
300.39,308.92,1371.8,56.24,239.8,L,Đêm,1
299.21,310.29,1823.9,54.02,45.8,L,Đêm,0
297.93,307.92,1627.7,42.22,244.3,L,Sáng,1
301.26,310.37,1743.1,29.13,181.8,M,Sáng,0
302.19,309.96,1474.1,35.84,22.8,L,Đêm,0
300.35,310.82,1264.5,33.18,147.8,H,Chiều,0
296.98,304.88,1671.4,25.03,210.1,L,Sáng,0
298.97,306.59,1480.1,33.23,80.7,L,Sáng,0
300.11,309.64,1724.0,37.04,35.6,L,Sáng,0
303.15,314.28,1527.8,37.15,157.3,H,Sáng,0
302.9,311.73,1317.3,41.82,190.9,H,Chiều,0
298.73,310.22,1480.3,50.01,102.4,L,Đêm,0
303.97,314.75,1232.7,46.73,103.4,M,Đêm,0
299.21,309.25,1367.7,33.05,24.0,M,Sáng,0
299.99,308.06,1690.4,44.91,167.5,L,Chiều,0
299.81,308.85,1677.9,41.32,70.1,L,Chiều,0
300.15,310.15,1523.1,67.45,145.1,M,Chiều,0
297.6,307.38,1423.3,37.02,135.8,M,Đêm,0
298.67,309.74,1460.1,47.04,243.5,H,Đêm,0
300.22,311.41,1641.8,54.08,161.0,M,Sáng,0
301.13,309.94,1498.2,44.3,211.7,M,Chiều,0
301.7,310.64,1584.2,39.34,88.6,L,Chiều,0
299.36,309.68,1259.7,36.35,151.5,H,Chiều,0
300.3,309.6,1599.3,46.22,56.6,L,Đêm,0
300.51,309.65,1868.9,38.32,170.1,M,Sáng,0
302.27,312.02,1599.3,43.12,118.7,M,Sáng,0
295.16,304.18,1498.1,47.29,25.4,M,Sáng,0
301.57,311.52,1668.8,39.85,146.7,L,Đêm,0
300.75,308.96,1535.4,36.43,13.9,L,Sáng,0
302.56,311.15,1397.8,39.78,215.7,L,Đêm,0
298.61,308.37,1838.1,36.16,175.6,L,Chiều,0
300.19,309.87,1877.4,44.02,149.1,L,Đêm,0
299.92,309.31,1180.0,49.83,12.7,M,Sáng,0
299.52,309.15,1393.2,31.94,236.3,H,Sáng,0
301.88,311.47,1774.1,43.55,223.1,M,Chiều,0
296.85,305.25,1533.3,41.91,25.4,L,Chiều,0
300.44,310.29,1471.7,39.95,95.7,L,Chiều,1
299.32,309.66,1631.0,39.27,171.1,L,Sáng,0
301.59,309.95,1407.5,30.96,142.8,L,Chiều,0
298.52,308.93,1563.6,40.02,182.0,M,Sáng,0
300.27,309.46,1211.8,31.34,135.8,M,Sáng,0
301.18,310.28,1693.0,43.59,97.4,L,Sáng,0
302.04,312.42,1538.2,42.5,139.1,M,Đêm,0
301.72,312.24,1587.1,34.7,153.8,L,Sáng,0
296.48,307.49,1659.8,48.56,50.2,L,Sáng,0
300.21,310.47,1504.1,38.94,132.5,L,Chiều,0
298.98,306.58,1673.8,41.8,174.2,L,Sáng,0
301.57,312.13,1840.3,49.54,26.7,H,Sáng,0
299.7,309.17,1659.3,26.53,165.8,H,Sáng,0
297.71,308.38,1491.4,67.59,204.4,L,Sáng,1
298.67,307.13,1304.2,32.57,172.9,M,Chiều,1
299.31,309.64,1577.8,30.26,201.0,L,Đêm,0
302.95,312.68,1711.1,48.52,45.1,H,Đêm,0
299.78,308.1,1530.4,33.96,94.3,M,Chiều,0
301.14,311.59,1460.0,22.22,194.1,L,Chiều,0
296.02,306.08,1913.4,45.88,252.1,L,Đêm,0
303.34,313.73,1770.3,47.19,8.8,H,Chiều,0
300.71,310.86,1330.4,25.46,164.4,H,Chiều,0
298.27,308.54,1706.2,62.15,237.9,L,Chiều,0
298.8,309.73,1541.8,38.62,181.1,H,Sáng,0
301.94,310.72,1750.0,44.65,2.0,L,Sáng,0
300.87,310.55,1449.4,27.89,242.9,M,Sáng,0
299.93,310.58,1769.2,39.4,213.8,M,Chiều,0
299.35,310.73,1579.6,42.83,39.3,L,Đêm,0
294.1,301.88,1389.3,35.28,75.1,L,Đêm,0
302.24,312.81,1394.7,45.13,133.6,H,Chiều,0
296.31,304.69,1588.5,38.58,26.6,L,Sáng,0
300.93,311.26,1485.2,43.21,87.3,M,Đêm,0
299.01,310.2,1466.0,26.56,162.4,H,Chiều,0
299.84,309.57,1651.0,42.01,126.3,H,Sáng,0
304.55,313.65,1746.2,44.5,92.2,L,Chiều,0
297.51,307.98,1331.6,50.14,214.7,M,Đêm,0
303.13,312.03,1470.5,59.49,95.5,H,Đêm,0
299.09,309.65,1642.5,44.74,86.8,L,Sáng,0
302.1,311.74,1506.4,49.01,136.6,M,Chiều,0
302.21,311.69,1601.7,44.93,247.7,L,Sáng,0
300.58,308.61,1196.8,34.89,73.5,M,Chiều,1
299.09,309.38,1253.1,46.02,52.5,M,Sáng,0
299.62,309.66,1679.6,49.05,169.8,L,Sáng,0
297.27,307.22,1594.6,43.9,63.5,L,Chiều,0
301.44,310.06,1294.9,41.59,216.1,L,Chiều,0
297.21,309.17,1279.2,38.74,175.8,L,Chiều,0
301.12,311.08,1391.0,23.87,132.8,M,Chiều,0
303.52,312.53,1512.6,32.84,4.6,L,Chiều,0
300.68,310.65,1580.7,50.76,51.7,H,Đêm,0
298.93,309.92,1359.8,36.71,55.8,H,Sáng,0
300.23,310.22,1597.8,45.67,122.1,L,Chiều,0
299.38,309.24,1250.3,39.93,175.4,L,Chiều,0
301.95,311.33,1428.5,44.54,59.0,L,Đêm,0
299.8,308.61,1640.2,53.13,18.1,M,Chiều,0
301.28,313.63,1264.3,51.87,188.1,M,Chiều,0
298.47,309.14,1308.8,33.0,240.7,L,Sáng,0
298.85,307.92,1642.3,15.28,186.0,M,Chiều,0
298.56,309.8,1412.4,46.47,158.9,M,Chiều,0
298.92,308.21,1511.5,39.61,93.1,H,Chiều,0
300.25,309.97,1734.1,43.87,131.2,M,Đêm,0
301.7,312.42,1482.5,39.46,186.5,L,Chiều,0
299.2,308.49,1354.6,44.82,65.4,L,Sáng,0
300.75,311.54,1690.5,42.13,165.6,M,Chiều,0
302.49,311.56,1370.2,37.69,20.2,L,Sáng,0
298.02,307.19,1324.3,29.84,71.5,M,Đêm,0
300.3,310.85,1820.6,24.61,49.1,L,Chiều,0
298.81,308.88,1551.6,34.62,219.9,L,Đêm,0
303.51,312.05,1605.9,31.03,102.8,M,Sáng,0
300.55,310.74,1277.4,51.96,171.7,L,Chiều,0
302.01,313.43,1455.2,60.78,87.1,L,Sáng,0
296.82,307.52,1294.2,22.81,33.5,L,Sáng,0
298.88,309.11,1663.1,42.1,219.7,H,Sáng,0
301.76,310.49,1457.4,30.81,124.0,H,Đêm,0
300.9,312.03,1646.5,33.48,118.2,L,Chiều,0
296.32,305.6,1841.7,35.71,112.0,M,Chiều,0
297.72,306.1,1793.8,32.31,200.7,L,Đêm,0
301.76,310.56,1504.0,46.85,106.3,H,Đêm,0
300.94,311.2,1890.5,31.71,119.3,L,Sáng,0
298.91,310.52,1431.9,47.02,177.6,L,Chiều,0
298.98,309.18,1300.2,44.1,189.2,M,Sáng,0
301.88,312.12,1471.5,47.47,73.6,M,Chiều,0
300.14,308.85,1339.9,48.11,107.1,L,Sáng,0
301.81,310.01,1658.7,16.76,56.4,M,Sáng,0
300.94,311.1,1555.0,32.72,121.4,L,Đêm,0
302.88,311.71,1533.3,38.55,44.2,M,Chiều,0
300.46,308.24,1404.6,32.07,45.6,M,Chiều,0
302.11,314.85,1513.8,42.46,46.2,L,Chiều,0
298.54,308.41,1686.8,31.96,245.3,L,Đêm,1
299.06,309.75,1343.1,42.29,60.3,M,Chiều,0
300.68,308.95,1529.0,60.51,135.1,L,Sáng,0
299.12,309.76,1542.7,21.07,182.4,H,Sáng,0
299.68,309.71,1614.9,42.7,134.2,L,Chiều,0
299.38,309.73,1659.6,43.04,98.8,H,Chiều,0
300.9,309.84,1295.4,50.35,199.5,L,Chiều,0
295.18,306.44,1294.0,34.27,193.2,L,Đêm,0
301.49,309.16,1598.1,42.44,169.9,L,Đêm,0
303.45,313.6,1472.5,45.19,184.2,L,Đêm,0
299.72,308.39,1471.4,31.86,3.4,M,Sáng,0
302.13,312.0,1310.3,33.72,70.8,L,Đêm,0
299.37,311.3,1357.4,38.21,250.9,M,Sáng,1
298.54,309.06,1278.9,61.59,112.2,L,Chiều,0
302.53,313.6,1357.9,53.96,231.0,H,Chiều,0
298.98,308.74,1484.4,50.63,163.4,L,Đêm,0
300.17,308.88,1572.4,46.34,140.2,M,Đêm,0
297.77,307.67,1842.4,47.6,180.6,L,Chiều,0
300.68,311.61,1285.5,37.87,74.5,M,Chiều,0
295.91,306.11,1388.6,30.93,200.3,H,Chiều,0
299.22,308.53,1750.1,19.81,76.1,M,Sáng,0
299.96,309.67,1662.5,40.3,7.5,L,Đêm,0
300.64,311.93,1548.5,53.05,228.0,M,Chiều,0
298.56,308.68,1618.1,40.19,211.3,H,Chiều,0
300.98,312.18,1497.0,41.7,209.7,L,Sáng,0
299.36,308.09,1378.8,54.22,106.6,L,Sáng,0
298.69,310.01,1450.0,44.38,85.7,M,Chiều,0
298.21,306.89,1792.7,25.71,72.9,L,Sáng,0
299.31,308.94,1425.3,37.22,187.9,L,Đêm,0
297.72,308.65,1528.7,55.24,131.5,L,Chiều,0
298.21,307.62,1509.3,38.94,49.6,L,Chiều,0
299.11,310.63,1552.8,38.13,107.1,L,Sáng,0
296.61,307.3,1331.7,40.9,161.4,H,Sáng,0
299.2,309.03,1513.8,41.92,62.5,H,Chiều,0
297.51,307.9,1534.6,33.76,160.7,M,Sáng,0
299.66,309.29,1370.2,54.87,126.4,L,Chiều,0
300.58,310.04,1519.6,38.59,29.9,H,Sáng,0
298.09,306.53,1710.6,36.42,128.7,M,Sáng,0
299.09,308.53,1669.2,43.7,214.7,M,Chiều,0
299.46,307.45,1417.5,38.94,147.4,L,Chiều,0
299.46,310.5,1474.9,25.37,149.5,L,Chiều,0
301.76,311.13,1552.2,39.75,21.9,H,Chiều,0
297.44,307.06,1328.1,22.62,166.8,H,Chiều,0
299.58,310.38,1564.5,40.75,205.1,M,Sáng,0
300.92,312.13,1443.2,51.93,173.2,L,Đêm,0
299.77,309.31,1180.0,34.43,128.7,M,Đêm,0
298.11,305.65,1718.6,42.83,18.0,M,Chiều,0
302.57,312.98,1540.6,39.29,253.0,L,Chiều,1
300.53,310.05,1591.2,37.81,103.3,L,Chiều,0
301.07,310.83,1694.3,37.66,66.4,L,Đêm,0
298.38,307.27,1609.7,29.28,230.7,H,Sáng,0
296.7,306.87,1540.0,26.35,14.3,M,Sáng,0
300.34,309.49,1654.9,40.45,49.0,L,Chiều,0
297.55,307.52,1745.8,48.19,133.7,M,Chiều,0
301.79,312.79,1699.9,29.45,26.8,H,Sáng,0
301.42,311.93,1721.6,39.3,91.5,L,Sáng,0
294.92,304.6,1419.2,21.08,148.6,L,Đêm,0
301.35,311.89,1419.5,40.81,35.9,M,Sáng,0
297.28,306.35,1446.3,59.27,170.1,H,Sáng,0
299.22,308.24,1560.6,22.6,48.4,H,Đêm,0
300.13,309.94,1412.8,54.05,188.1,L,Đêm,0
301.4,310.48,1469.8,51.12,225.0,H,Đêm,0
299.82,310.01,1498.3,46.5,223.0,H,Sáng,0
296.73,306.05,1283.5,41.61,201.9,M,Chiều,0
302.07,311.69,1227.6,42.91,94.8,L,Đêm,0
301.47,310.58,1511.8,33.7,72.2,M,Chiều,0
298.91,309.03,1395.0,31.99,203.1,M,Sáng,0
297.6,307.87,1678.6,22.22,250.3,L,Chiều,0
296.87,306.7,1291.8,41.94,63.3,L,Sáng,0
299.74,311.47,1199.9,31.55,251.0,L,Chiều,1
299.82,310.74,1180.0,42.26,155.0,M,Chiều,0
301.21,310.67,1693.6,39.19,154.4,M,Đêm,0
302.12,311.82,1289.7,50.65,117.7,M,Đêm,0
301.76,309.85,1704.6,42.62,152.3,L,Chiều,0
298.26,309.57,1896.7,25.46,165.1,L,Đêm,0
300.06,312.23,1554.3,39.73,222.1,M,Chiều,0
297.28,306.92,1593.0,21.16,124.1,L,Đêm,0
299.65,309.11,1477.6,43.37,119.6,M,Đêm,0
298.9,308.16,1696.3,24.74,23.1,L,Đêm,0
299.12,309.28,1352.6,36.11,180.2,M,Đêm,0
299.52,308.43,1526.8,51.59,31.5,L,Sáng,0
298.85,307.65,1813.6,48.66,232.0,M,Sáng,0
300.15,310.05,1612.4,31.52,25.4,M,Sáng,0
304.0,315.95,1628.1,52.63,6.2,M,Sáng,0
299.79,309.81,1838.5,39.6,12.8,H,Sáng,0
304.47,313.77,1602.7,35.8,84.4,M,Đêm,0
301.9,310.6,1578.5,38.54,170.0,M,Sáng,0
297.47,308.83,1816.6,35.92,16.0,L,Sáng,0
298.69,307.6,1544.6,37.12,213.9,H,Đêm,0
299.1,308.99,1319.6,36.47,101.3,M,Chiều,0
301.7,313.43,1526.2,48.34,60.0,L,Sáng,0
297.97,306.43,1246.0,45.07,69.7,M,Đêm,1
301.27,311.2,1638.4,27.94,240.7,L,Chiều,1
